id,str
1,1
2,1
3,1
4,2
5,1
6,1
7,2
8,2
9,1
10,2
11,1
12,1
13,1
14,1
15,2
16,1
17,1
18,2
19,2
20,1
21,2
22,1
23,1
24,1
25,1
26,2
27,1
28,1
29,2
30,2
31,1
32,2
33,1
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,1
46,1
47,1
48,2
49,1
50,1
51,2
52,2
53,1
54,2
55,1
56,1
57,1
58,1
59,2
60,1
61,1
62,2
63,2
64,1
65,2
66,1
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,1
90,1
91,1
92,2
93,1
94,1
95,2
96,2
97,1
98,2
99,1
100,1
101,1
102,1
103,2
104,1
105,1
106,2
107,2
108,1
109,2
110,1
111,1
112,1
113,1
114,2
115,1
116,1
117,2
118,2
119,1
120,2
121,1
