id,str
1,1
2,1
3,1
4,1
5,1
6,2
7,1
8,1
9,2
10,2
11,1
12,2
13,1
14,1
15,1
16,2
17,1
18,2
19,2
20,2
21,2
22,1
23,2
24,2
25,2
26,2
27,1
28,2
29,2
30,2
31,2
32,1
33,2
34,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
53,2
54,2
55,2
56,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,1
92,1
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,2
105,1
106,1
107,2
108,2
109,1
110,1
111,1
112,1
113,1
114,2
115,2
116,2
117,2
118,3
119,2
120,2
121,2
122,2
123,2
124,2
125,3
126,3
127,3
128,2
129,2
130,3
131,3
132,3
133,3
134,2
135,3
136,2
137,3
138,3
139,3
140,3
141,3
142,3
143,3
144,3
145,3
146,3
147,2
148,2
149,2
150,2
151,2
152,3
153,2
154,2
155,2
156,3
157,2
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,3
172,3
173,3
174,2
175,3
176,3
177,2
178,3
179,1
180,3
181,2
182,3
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,2
191,2
192,2
193,1
194,2
195,2
196,2
197,2
198,3
199,3
200,2
201,2
202,2
203,2
204,2
205,2
206,3
207,2
208,2
209,2
210,1
211,1
212,3
213,2
214,2
215,2
216,1
217,2
218,1
219,2
220,1
221,2
222,2
223,2
224,2
225,2
226,2
227,1
228,3
229,1
230,3
231,3
232,2
233,3
234,2
235,3
236,3
237,1
238,2
239,2
240,2
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,2
249,1
250,1
251,1
252,3
253,2
254,2
255,2
256,2
257,2
258,2
259,2
260,1
261,2
262,2
263,2
264,2
265,2
266,2
267,2
268,2
269,2
270,2
271,2
272,2
273,3
274,2
275,3
276,3
277,2
278,4
279,3
280,3
281,3
282,3
283,3
284,2
285,2
286,3
287,2
288,2
289,2
290,2
291,2
292,2
293,3
294,3
295,2
296,2
297,3
298,2
299,2
300,2
301,4
302,1
303,3
304,2
305,3
306,2
307,2
308,2
309,2
310,2
311,2
312,2
313,2
314,2
315,1
316,2
317,2
318,2
319,2
320,2
321,2
322,2
323,2
324,2
325,1
326,1
327,2
328,2
329,2
330,2
331,1
332,2
333,3
334,3
335,2
336,2
337,3
338,2
339,2
340,2
341,2
342,2
343,3
344,2
345,2
346,1
347,2
348,1
349,3
350,3
351,3
352,2
353,3
354,2
355,2
356,2
357,2
358,2
359,2
360,2
361,2
362,2
363,2
364,2
365,2
366,2
367,1
368,2
369,2
370,2
371,2
372,2
373,2
374,2
375,2
376,2
377,2
378,2
379,2
380,2
381,2
382,2
383,1
384,2
385,1
386,3
387,2
388,1
389,2
390,1
